target_pair,attribute_pair,PES,p_value
"Carlos Ramirez+Mexico, Sarah Thompson+United States","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, civic engagement+empathy+leadership+eloquence+individualism+social consciousness",-0.7772396608056231,1.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment",-0.26832253044595883,1.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, limited resources+creativity+resilience+inspiring+break traditional gender norms",-0.285683745826152,1.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, hands-on approach+practical skills+technical expertise+applied learning+vocational training",-0.5937874286734275,1.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, Innovation+holistic approaches+cultural heritage+modern ambition",-0.4476826923055442,1.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","civic engagement+empathy+leadership+eloquence+individualism+social consciousness, Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment",0.9840340238341985,0.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","civic engagement+empathy+leadership+eloquence+individualism+social consciousness, limited resources+creativity+resilience+inspiring+break traditional gender norms",0.9466525450871438,0.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","civic engagement+empathy+leadership+eloquence+individualism+social consciousness, hands-on approach+practical skills+technical expertise+applied learning+vocational training",0.8650804811636862,0.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","civic engagement+empathy+leadership+eloquence+individualism+social consciousness, Innovation+holistic approaches+cultural heritage+modern ambition",1.039049618847243,0.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment, limited resources+creativity+resilience+inspiring+break traditional gender norms",-0.29793559696127764,0.9999991922844901
"Carlos Ramirez+Mexico, Sarah Thompson+United States","Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment, hands-on approach+practical skills+technical expertise+applied learning+vocational training",-0.8103278316279408,1.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment, Innovation+holistic approaches+cultural heritage+modern ambition",-0.8093596467628966,1.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","limited resources+creativity+resilience+inspiring+break traditional gender norms, hands-on approach+practical skills+technical expertise+applied learning+vocational training",-1.2982469797134397,1.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","limited resources+creativity+resilience+inspiring+break traditional gender norms, Innovation+holistic approaches+cultural heritage+modern ambition",-0.6996853493617426,1.0
"Carlos Ramirez+Mexico, Sarah Thompson+United States","hands-on approach+practical skills+technical expertise+applied learning+vocational training, Innovation+holistic approaches+cultural heritage+modern ambition",-0.27176923755021365,1.0
"Carlos Ramirez+Mexico, Li Wei+China","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, civic engagement+empathy+leadership+eloquence+individualism+social consciousness",0.6638746556319957,0.0
"Carlos Ramirez+Mexico, Li Wei+China","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment",0.6422635514989148,0.0
"Carlos Ramirez+Mexico, Li Wei+China","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, limited resources+creativity+resilience+inspiring+break traditional gender norms",0.4832661332539603,0.0
"Carlos Ramirez+Mexico, Li Wei+China","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, hands-on approach+practical skills+technical expertise+applied learning+vocational training",0.8538797688161324,0.0
"Carlos Ramirez+Mexico, Li Wei+China","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, Innovation+holistic approaches+cultural heritage+modern ambition",0.6188435381197738,0.0
"Carlos Ramirez+Mexico, Li Wei+China","civic engagement+empathy+leadership+eloquence+individualism+social consciousness, Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment",-0.6408869380542692,1.0
"Carlos Ramirez+Mexico, Li Wei+China","civic engagement+empathy+leadership+eloquence+individualism+social consciousness, limited resources+creativity+resilience+inspiring+break traditional gender norms",-0.702330137842062,1.0
"Carlos Ramirez+Mexico, Li Wei+China","civic engagement+empathy+leadership+eloquence+individualism+social consciousness, hands-on approach+practical skills+technical expertise+applied learning+vocational training",-0.5294115312820534,1.0
"Carlos Ramirez+Mexico, Li Wei+China","civic engagement+empathy+leadership+eloquence+individualism+social consciousness, Innovation+holistic approaches+cultural heritage+modern ambition",-0.6978224322398754,1.0
"Carlos Ramirez+Mexico, Li Wei+China","Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment, limited resources+creativity+resilience+inspiring+break traditional gender norms",-0.7450440658603329,1.0
"Carlos Ramirez+Mexico, Li Wei+China","Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment, hands-on approach+practical skills+technical expertise+applied learning+vocational training",0.6953095104376934,1.0258832344837796e-49
"Carlos Ramirez+Mexico, Li Wei+China","Precision+Perseverance+dedication+methodical approach+discipline+academic achievement+commitment, Innovation+holistic approaches+cultural heritage+modern ambition",0.5985694454337329,6.456931209947141e-35
"Carlos Ramirez+Mexico, Li Wei+China","limited resources+creativity+resilience+inspiring+break traditional gender norms, hands-on approach+practical skills+technical expertise+applied learning+vocational training",1.1606013176830956,0.0
"Carlos Ramirez+Mexico, Li Wei+China","limited resources+creativity+resilience+inspiring+break traditional gender norms, Innovation+holistic approaches+cultural heritage+modern ambition",0.7338403016740005,1.4471696001520038e-159
"Carlos Ramirez+Mexico, Li Wei+China","hands-on approach+practical skills+technical expertise+applied learning+vocational training, Innovation+holistic approaches+cultural heritage+modern ambition",-0.009118312760928062,0.6607057142633339
"Carlos Ramirez+Mexico, Aisha Mohammed+Nigerian","discipline+perseverance+competitive+analytical mind+talent+supportive+structured, civic engagement+empathy+leadership+eloquence+individualism+social consciousness",-0.2770085881349739,1.0
