target_pair,attribute_pair,PES,p_value
"American+United States, East Asian+South Korea+Japan+China","independently+innovate+entrepreneurial+creativity+pioneering+independence+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Diligence+technical precision+rigorous+competitive+precision+technical expertise+disciplined+structured+perseverance+meticulous",-0.7888238958516466,1.0
"American+United States, East Asian+South Korea+Japan+China","independently+innovate+entrepreneurial+creativity+pioneering+independence+critical thinking+innovation+entrepreneurship+individuality+risk-taking, applied sciences+hands-on+technical knowledge+practical experience+problem-solving+practical approach",-0.08396069680821082,0.999347593637421
"American+United States, East Asian+South Korea+Japan+China","independently+innovate+entrepreneurial+creativity+pioneering+independence+critical thinking+innovation+entrepreneurship+individuality+risk-taking, unique perspective+cultural values+sustainable development+resilience+innovate+limited resources",0.2980918983963127,2.7429320390115042e-14
"American+United States, East Asian+South Korea+Japan+China","independently+innovate+entrepreneurial+creativity+pioneering+independence+critical thinking+innovation+entrepreneurship+individuality+risk-taking, quantitative skills+mathematical rigor+analytical skills+technical proficiency",-0.7984178346903081,1.0
"American+United States, East Asian+South Korea+Japan+China","Diligence+technical precision+rigorous+competitive+precision+technical expertise+disciplined+structured+perseverance+meticulous, applied sciences+hands-on+technical knowledge+practical experience+problem-solving+practical approach",1.1857923095540375,2.657944187649863e-227
"American+United States, East Asian+South Korea+Japan+China","Diligence+technical precision+rigorous+competitive+precision+technical expertise+disciplined+structured+perseverance+meticulous, unique perspective+cultural values+sustainable development+resilience+innovate+limited resources",0.8919490038375572,1.409205189391132e-201
"American+United States, East Asian+South Korea+Japan+China","Diligence+technical precision+rigorous+competitive+precision+technical expertise+disciplined+structured+perseverance+meticulous, quantitative skills+mathematical rigor+analytical skills+technical proficiency",-0.6041975688351393,1.0
"American+United States, East Asian+South Korea+Japan+China","applied sciences+hands-on+technical knowledge+practical experience+problem-solving+practical approach, unique perspective+cultural values+sustainable development+resilience+innovate+limited resources",0.5155520784852199,7.85533905260952e-63
"American+United States, East Asian+South Korea+Japan+China","applied sciences+hands-on+technical knowledge+practical experience+problem-solving+practical approach, quantitative skills+mathematical rigor+analytical skills+technical proficiency",-1.1961830502116286,1.0
"American+United States, East Asian+South Korea+Japan+China","unique perspective+cultural values+sustainable development+resilience+innovate+limited resources, quantitative skills+mathematical rigor+analytical skills+technical proficiency",-0.8796416360813641,1.0
"American+United States, European+Germany+Switzerland","independently+innovate+entrepreneurial+creativity+pioneering+independence+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Diligence+technical precision+rigorous+competitive+precision+technical expertise+disciplined+structured+perseverance+meticulous",-0.5986849776709401,1.0
