target_pair,attribute_pair,PES,p_value
"Mexico+Carlos Ramirez, United States+Sarah Thompson","talent+discipline+perseverance+analytical mind+natural ability, creativity+individualism+social consciousness",0.572964233335477,7.046586394191078e-155
"Mexico+Carlos Ramirez, United States+Sarah Thompson","talent+discipline+perseverance+analytical mind+natural ability, discipline+academic achievement+precision+commitment+long-term goals",1.2646217339548276,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","talent+discipline+perseverance+analytical mind+natural ability, creativity+resilience+innovation",0.352387146645652,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","talent+discipline+perseverance+analytical mind+natural ability, hands-on+practical skills+technical expertise+applied learning+vocational training",1.095779268134302,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","talent+discipline+perseverance+analytical mind+natural ability, innovation+cultural heritage+modern medical practices+holistic approaches",0.36831351634474746,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","creativity+individualism+social consciousness, discipline+academic achievement+precision+commitment+long-term goals",1.052494678049273,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","creativity+individualism+social consciousness, creativity+resilience+innovation",0.16441145539283758,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","creativity+individualism+social consciousness, hands-on+practical skills+technical expertise+applied learning+vocational training",1.1844550371170048,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","creativity+individualism+social consciousness, innovation+cultural heritage+modern medical practices+holistic approaches",0.20611450168825873,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","discipline+academic achievement+precision+commitment+long-term goals, creativity+resilience+innovation",-0.6448719354361143,1.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","discipline+academic achievement+precision+commitment+long-term goals, hands-on+practical skills+technical expertise+applied learning+vocational training",0.26816396746896637,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","discipline+academic achievement+precision+commitment+long-term goals, innovation+cultural heritage+modern medical practices+holistic approaches",-0.4412631884180531,1.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","creativity+resilience+innovation, hands-on+practical skills+technical expertise+applied learning+vocational training",0.47254356741905207,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","creativity+resilience+innovation, innovation+cultural heritage+modern medical practices+holistic approaches",0.31509377794579235,0.0
"Mexico+Carlos Ramirez, United States+Sarah Thompson","hands-on+practical skills+technical expertise+applied learning+vocational training, innovation+cultural heritage+modern medical practices+holistic approaches",-0.3582659601444231,1.0
"Mexico+Carlos Ramirez, China+Li Wei","talent+discipline+perseverance+analytical mind+natural ability, creativity+individualism+social consciousness",0.10292934010094094,1.192418366190349e-05
"Mexico+Carlos Ramirez, China+Li Wei","talent+discipline+perseverance+analytical mind+natural ability, discipline+academic achievement+precision+commitment+long-term goals",-0.47699925696274265,0.9999999999998727
"Mexico+Carlos Ramirez, China+Li Wei","talent+discipline+perseverance+analytical mind+natural ability, creativity+resilience+innovation",-0.3166029901416251,0.9999999997796669
"Mexico+Carlos Ramirez, China+Li Wei","talent+discipline+perseverance+analytical mind+natural ability, hands-on+practical skills+technical expertise+applied learning+vocational training",-0.3932872015621011,1.0
